"Season";"Home";"Away";"FT_Odds_H";"FT_Odds_D";"FT_Odds_A";"FT_Goals_H";"FT_Goals_A";"Date";"League";"XG_Home_Pre";"XG_Away_Pre";"ShotsOnTarget_H";"ShotsOnTarget_A";"ShotsOffTarget_H";"ShotsOffTarget_A";"Shots_H";"Shots_A"
"2017";"América Mineiro";"Paysandu";1,59;3,5;5,4;0;2;2017-06-02;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"América Mineiro";"Santa Cruz";1,73;3,65;5,6;1;0;2017-06-20;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"América Mineiro";"Vila Nova";1,9;3,31;4,95;1;0;2017-09-19;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético GO";"Atlético Mineiro";3,06;3,28;2,54;1;2;2017-07-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético GO";"Atlético PR";2,28;3,27;3,56;0;1;2017-06-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético GO";"Avaí";2,07;3,41;4,02;3;1;2017-06-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético GO";"Bahia";2,63;3,33;2,9;1;1;2017-09-11;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético GO";"Botafogo";2,56;3,24;3,07;1;1;2017-07-23;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético GO";"Chapecoense";0;0;0;1;1;2017-11-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético GO";"Corinthians";5,34;3,73;1,76;0;1;2017-05-28;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético GO";"Coritiba";2,49;3,31;3,12;1;0;2017-08-12;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético GO";"Cruzeiro";2,58;3,23;3,05;1;2;2017-09-24;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético GO";"Flamengo";1,7;3,85;5,6;0;3;2017-05-20;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético GO";"Fluminense";2,57;3,65;2,76;1;1;2017-12-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético GO";"Grêmio";4,14;3,53;2;0;1;2017-08-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético GO";"Palmeiras";3,96;3,39;2,1;1;3;2017-10-15;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético GO";"Ponte Preta";2,95;3,3;2,61;3;0;2017-06-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético GO";"Santos";3,66;3,41;2,16;1;1;2017-07-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético GO";"São Paulo";3,55;3,53;2,17;0;1;2017-11-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético GO";"Sport Recife";0;0;0;2;0;2017-11-10;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético GO";"Vasco da Gama";2,46;3,14;3,34;0;1;2017-10-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético GO";"Vitória";2,17;3,36;3,75;1;2;2017-07-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético Mineiro";"Atlético GO";0;0;0;3;2;2017-11-07;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético Mineiro";"Atlético PR";1,48;4,72;7,24;0;1;2017-06-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético Mineiro";"Avaí";1,31;5,82;9,99;1;0;2017-06-07;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético Mineiro";"Bahia";1,63;4,03;6,17;0;2;2017-07-19;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético Mineiro";"Botafogo";0;0;0;0;0;2017-10-27;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético Mineiro";"Chapecoense";1,6;3,98;6,72;2;3;2017-10-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético Mineiro";"Corinthians";2,33;3,3;3,42;0;2;2017-08-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético Mineiro";"Coritiba";0;0;0;3;0;2017-11-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético Mineiro";"Cruzeiro";2,06;3,52;3,92;3;1;2017-07-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético Mineiro";"Flamengo";2,51;3,43;2,98;2;0;2017-08-13;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético Mineiro";"Fluminense";1,7;3,85;5,6;1;2;2017-05-21;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético Mineiro";"Grêmio";1,43;4,85;8,31;4;3;2017-12-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético Mineiro";"Palmeiras";2,21;3,42;3,57;1;1;2017-09-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético Mineiro";"Ponte Preta";1,49;4,46;7,68;2;2;2017-05-28;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético Mineiro";"Santos";1,83;3,62;4,91;0;1;2017-07-12;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético Mineiro";"São Paulo";2,1;3,51;3,8;1;0;2017-10-11;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético Mineiro";"Sport Recife";1,52;4,41;7,08;2;2;2017-06-21;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético Mineiro";"Vasco da Gama";0;0;0;1;2;2017-07-23;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético Mineiro";"Vitória";1,56;4,22;6,75;1;3;2017-09-24;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético PR";"Atlético GO";1,61;3,99;6,61;2;2;2017-10-11;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético PR";"Atlético Mineiro";2,39;3,33;3,26;0;2;2017-10-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético PR";"Avaí";1,64;3,76;6,75;5;0;2017-08-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético PR";"Bahia";2,29;3,32;3,48;4;1;2017-08-13;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético PR";"Botafogo";2,21;3,28;3,73;0;0;2017-07-20;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético PR";"Chapecoense";1,83;3,52;5,1;0;0;2017-10-27;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético PR";"Corinthians";2,62;3,16;3,06;0;1;2017-11-07;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético PR";"Coritiba";1,97;3,36;4,54;1;1;2017-09-10;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético PR";"Cruzeiro";2,65;3,23;2,95;0;2;2017-07-12;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético PR";"Flamengo";2,82;3,33;2,7;1;1;2017-05-28;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético PR";"Fluminense";1,79;3,6;5,25;3;1;2017-09-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético PR";"Grêmio";2,74;3,25;2,84;0;2;2017-05-21;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético PR";"Palmeiras";2,44;3,59;2,97;3;0;2017-12-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético PR";"Ponte Preta";2,13;3,33;3,91;0;2;2017-07-23;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético PR";"Santos";2,44;3,26;3,24;0;2;2017-06-11;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético PR";"São Paulo";2,6;3,21;3,03;1;0;2017-06-21;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético PR";"Sport Recife";1,81;3,63;5,09;2;1;2017-10-22;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético PR";"Vasco da Gama";0;0;0;3;1;2017-11-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Atlético PR";"Vitória";1,71;3,7;5,83;4;1;2017-06-25;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Avaí";"Atlético GO";2,2;3,28;3,78;0;2;2017-10-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Avaí";"Atlético Mineiro";3,71;3,27;2,22;1;1;2017-09-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Avaí";"Atlético PR";2,4;3,33;3,24;1;0;2017-11-26;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Avaí";"Bahia";2,66;3,18;2,99;1;2;2017-11-07;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Avaí";"Botafogo";3,53;3,18;2,34;1;1;2017-10-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Avaí";"Chapecoense";2,43;3,28;3,25;1;0;2017-08-27;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Avaí";"Corinthians";4,31;3,38;2,01;0;0;2017-07-19;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Avaí";"Coritiba";2,66;3,19;2,99;1;4;2017-07-13;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Avaí";"Cruzeiro";3,46;3,19;2,37;1;0;2017-07-23;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Avaí";"Flamengo";3,95;3,34;2,12;1;1;2017-06-11;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Avaí";"Fluminense";2,9;3,32;2,64;0;3;2017-06-21;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Avaí";"Grêmio";0;0;0;2;2;2017-10-27;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Avaí";"Palmeiras";0;0;0;2;1;2017-11-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Avaí";"Ponte Preta";2,82;3,26;2,75;0;0;2017-07-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Avaí";"Santos";3,09;3,36;2,47;0;0;2017-08-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Avaí";"São Paulo";3,8;3,33;2,17;1;1;2017-08-20;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Avaí";"Sport Recife";2,59;3,11;3,14;1;0;2017-06-04;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Avaí";"Vasco da Gama";2,64;3,11;3,08;1;2;2017-10-11;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Avaí";"Vitória";2,38;3,28;3,33;0;0;2017-05-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Bahia";"Atlético GO";1,52;4,16;7,91;3;0;2017-06-05;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Bahia";"Atlético Mineiro";0;0;0;2;2;2017-11-10;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Bahia";"Atlético PR";2,01;3,42;4,26;6;2;2017-05-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Bahia";"Avaí";1,6;3,9;6,9;1;1;2017-07-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Bahia";"Botafogo";1,99;3,44;4,32;1;2;2017-08-27;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Bahia";"Chapecoense";1,74;3,77;5,43;0;1;2017-11-26;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Bahia";"Corinthians";3,14;3,07;2,63;2;0;2017-10-15;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Bahia";"Coritiba";1,87;3,5;4,89;1;1;2017-09-30;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Bahia";"Cruzeiro";2,56;3,24;3,07;1;0;2017-06-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Bahia";"Flamengo";2,83;3,3;2,71;0;1;2017-06-25;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Bahia";"Fluminense";2,33;3,41;3,3;1;1;2017-07-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Bahia";"Grêmio";2,56;3,34;2,98;1;0;2017-09-24;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Bahia";"Palmeiras";2,79;3,16;2,85;2;4;2017-06-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Bahia";"Ponte Preta";0;0;0;2;0;2017-11-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Bahia";"Santos";2,32;3,49;3,25;3;1;2017-11-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Bahia";"São Paulo";2,67;3,25;2,91;2;1;2017-08-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Bahia";"Sport Recife";1,68;3,88;5,81;1;3;2017-07-30;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Bahia";"Vasco da Gama";1,83;3,64;4,85;3;0;2017-08-20;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Bahia";"Vitória";1,97;3,5;4,3;2;1;2017-10-22;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Boa";"ABC";2,27;3,32;3,46;2;1;2017-06-23;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Boa";"América Mineiro";0;0;0;2;2;2017-10-23;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Boa";"Brasil de Pelotas";0;0;0;2;1;2017-11-16;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Boa";"Ceará";2,32;3,18;3,51;4;1;2017-08-19;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Boa";"CRB";2,5;3,23;3,12;0;0;2017-07-08;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Boa";"Criciúma";2,6;3,1;3,1;2;0;2017-07-18;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Boa";"Figueirense";2,11;3,27;4;1;1;2017-09-08;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Boa";"Goiás";2,23;3,3;3,58;2;0;2017-09-26;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Boa";"Guarani";2,07;3,21;4,24;2;2;2017-09-12;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Boa";"Internacional";4,95;3,46;1,85;0;0;2017-10-17;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Boa";"Juventude";2,59;3,15;3,06;0;2;2017-06-10;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Boa";"Londrina";0;0;0;0;1;2017-11-02;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Boa";"Luverdense";2,08;3,32;4,04;1;0;2017-07-29;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Boa";"Náutico";2,42;3,17;3,31;2;1;2017-06-17;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Boa";"Oeste";2,69;3,19;2,9;1;1;2017-05-26;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Boa";"Paraná";2,25;3,2;3,66;2;1;2017-08-05;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Boa";"Paysandu";2,14;3,08;4,21;1;2;2017-10-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Boa";"Santa Cruz";1,8;3,48;5,32;4;2;2017-11-10;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Boa";"Vila Nova";2,64;3,27;2,9;0;1;2017-05-13;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Botafogo";"Atlético GO";2,11;3,3;4,01;1;2;2017-11-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Botafogo";"Atlético Mineiro";2,12;3,55;3,68;1;1;2017-07-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Botafogo";"Atlético PR";2,11;3,3;4,01;0;1;2017-11-10;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Botafogo";"Avaí";1,54;4,11;7,63;0;2;2017-06-26;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Botafogo";"Bahia";1,86;3,56;4,83;1;0;2017-05-28;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Botafogo";"Chapecoense";1,85;3,45;5,17;2;1;2017-10-11;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Botafogo";"Corinthians";2,56;3,11;3,19;2;1;2017-10-23;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Botafogo";"Coritiba";2,1;3,32;4,03;2;2;2017-06-11;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Botafogo";"Cruzeiro";1,86;3,53;4,88;2;2;2017-12-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Botafogo";"Flamengo";3,06;3,26;2,55;2;0;2017-09-10;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Botafogo";"Fluminense";2,23;3,36;3,59;1;2;2017-11-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Botafogo";"Grêmio";3,05;3,26;2,56;1;0;2017-08-13;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Botafogo";"Palmeiras";2,66;3,25;2,92;1;2;2017-08-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Botafogo";"Ponte Preta";2,14;3,36;3,84;2;0;2017-05-21;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Botafogo";"Santos";2,08;3,31;4,12;2;0;2017-09-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Botafogo";"São Paulo";2,42;3,23;3,3;3;4;2017-07-29;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Botafogo";"Sport Recife";0;0;0;2;1;2017-07-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Botafogo";"Vasco da Gama";2,04;3,34;4,24;3;1;2017-06-21;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Botafogo";"Vitória";1,81;3,66;5,04;2;3;2017-10-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Brasil de Pelotas";"ABC";1,54;4,08;7,29;3;0;2017-11-13;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Brasil de Pelotas";"América Mineiro";3;3,05;2,71;0;0;2017-10-17;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Brasil de Pelotas";"Boa";2,04;3,3;4,24;0;0;2017-08-01;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Brasil de Pelotas";"Ceará";2,22;3,27;3,65;2;3;2017-06-10;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Brasil de Pelotas";"CRB";2,03;3,41;4,1;2;0;2017-09-16;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Brasil de Pelotas";"Criciúma";1,71;3,45;5,05;3;2;2017-11-24;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Brasil de Pelotas";"Figueirense";2,11;3,31;3,94;1;2;2017-07-14;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Brasil de Pelotas";"Goiás";2,18;3,25;3,8;2;1;2017-08-22;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Brasil de Pelotas";"Guarani";2,19;3,33;3,66;1;0;2017-08-11;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Brasil de Pelotas";"Internacional";3,12;3,24;2,49;0;1;2017-06-24;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Brasil de Pelotas";"Juventude";2,38;3,2;3,36;1;0;2017-10-03;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Brasil de Pelotas";"Londrina";2,16;3,21;3,91;1;1;2017-05-16;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Brasil de Pelotas";"Luverdense";2,04;3,42;4,03;0;1;2017-09-26;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Brasil de Pelotas";"Náutico";2,17;3,38;3,67;2;0;2017-05-30;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Brasil de Pelotas";"Oeste";2,14;3,3;3,86;3;1;2017-07-11;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Brasil de Pelotas";"Paraná";2,73;3,08;2,96;2;0;2017-11-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Brasil de Pelotas";"Paysandu";2,22;3,27;3,65;2;1;2017-07-22;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Brasil de Pelotas";"Santa Cruz";1,9;3,39;4,77;1;1;2017-10-21;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Brasil de Pelotas";"Vila Nova";2,58;3,13;3,09;3;0;2017-06-17;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Ceará";"ABC";1,33;4,65;9,25;1;0;2017-11-25;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Ceará";"América Mineiro";2,71;3,1;2,95;1;1;2017-09-15;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Ceará";"Boa";1,48;4,36;8,13;0;0;2017-05-16;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Ceará";"Brasil de Pelotas";1,81;3,51;5,21;2;1;2017-09-23;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Ceará";"CRB";1,79;3,67;5,07;1;0;2017-08-12;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Ceará";"Criciúma";1,79;3,59;5,14;3;1;2017-08-01;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Ceará";"Figueirense";1,73;3,57;5,8;2;2;2017-10-20;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Ceará";"Goiás";1,88;3,57;4,61;0;1;2017-07-21;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Ceará";"Guarani";1,72;3,6;5,79;2;2;2017-11-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Ceará";"Internacional";3,06;3,18;2,57;0;2;2017-07-11;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Ceará";"Juventude";1,88;3,47;4,77;2;0;2017-07-15;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Ceará";"Londrina";1,64;3,37;5,21;1;0;2017-06-02;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Ceará";"Luverdense";1,86;3,4;5;1;1;2017-06-16;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Ceará";"Náutico";1,66;3,73;6,28;1;0;2017-08-25;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Ceará";"Oeste";1,68;3,75;5,96;3;0;2017-06-24;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Ceará";"Paraná";2,11;3,2;4,1;1;0;2017-10-17;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Ceará";"Paysandu";1,56;3,96;7,28;2;0;2017-11-13;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Ceará";"Santa Cruz";1,82;3,55;5,02;1;3;2017-06-13;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Ceará";"Vila Nova";1,88;3,42;4,86;2;0;2017-10-03;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2017";"Chapecoense";"Atlético GO";1,53;4,38;7,06;1;2;2017-07-30;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Chapecoense";"Atlético Mineiro";2,51;3,43;2,98;0;1;2017-06-25;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Chapecoense";"Atlético PR";1,78;3,67;5,28;1;1;2017-07-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Chapecoense";"Avaí";1,96;3,44;4,45;2;0;2017-05-29;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Chapecoense";"Bahia";2,13;3,41;3,82;1;1;2017-08-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Chapecoense";"Botafogo";1,9;3,42;4,83;0;2;2017-06-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Chapecoense";"Corinthians";3,06;3,3;2,53;0;1;2017-08-23;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Chapecoense";"Coritiba";2,21;3,58;3,4;2;1;2017-12-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Chapecoense";"Cruzeiro";2,63;3,18;3,02;1;2;2017-09-10;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Chapecoense";"Flamengo";3,42;3,27;2,34;0;1;2017-10-15;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Chapecoense";"Fluminense";2,34;3,46;3,23;2;0;2017-10-22;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Chapecoense";"Grêmio";2,76;3,12;2,91;3;6;2017-06-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Chapecoense";"Palmeiras";3,46;3,36;2,28;1;0;2017-05-20;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2017";"Chapecoense";"Ponte Preta";2,06;3,41;4,06;1;0;2017-09-24;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
